,gen,DP pre,DP pos,DP dbn,CD4 spl,CD4 negS,CD8 spl,CD8 negS
4.220392948395422,0.012644444444444453,0.007573756054601502,0.006199233398369937,0.007876258944581306,0.008299337968194388,0.012735080704871917,0.008051205668048796,0.014559386973180086
4.520392948395422,0.0601666666666667,0.03659180977542935,0.030968491842749822,0.04424111407169074,0.04513563033471871,0.06752554420257667,0.03949563669381714,0.04904214559386976
4.820392948395422,0.15886666666666677,0.10836635843240869,0.10278550375690156,0.118981784056441,0.12244715556151411,0.1347549237375982,0.12278088643774412,0.1272030651340997
5.120392948395422,0.30094444444444374,0.23126376045794747,0.21949160751103494,0.24332612739429835,0.25274676166216525,0.26684436546719914,0.24287803765280458,0.26819923371647447
5.420392948395422,0.3678111111111113,0.3151915455746369,0.3150262222037723,0.31471519782816365,0.3487637178480457,0.3340737450022214,0.33734551749124453,0.3256704980842914
5.720392948395422,0.4015666666666669,0.3647732276530165,0.36849461026471303,0.3509124729777289,0.3935163018150016,0.3533244483933069,0.3901256435373422,0.3793103448275864
6.020392948395422,0.3827777777777769,0.3540730955526192,0.36547801901282656,0.34035493439243797,0.3810672948627089,0.3382200503479927,0.3658825686924386,0.35478927203065047
6.320392948395423,0.3380666666666679,0.3119330691325418,0.31768303651736035,0.30030331975935626,0.3193968296528973,0.2748408114911901,0.32741569716731866,0.27739463601532666
6.620392948395422,0.2728333333333327,0.26182298546895577,0.2650449029294139,0.24248822750657695,0.25606649684944305,0.2227158300014803,0.25942773819268267,0.2352490421455933
6.920392948395422,0.22430000000000014,0.21254953764861306,0.21210234270137143,0.18718683491696425,0.19797113107208306,0.17829112986820683,0.2070501724299882,0.18544061302682005
7.220392948395422,0.17567777777777788,0.17124614707177466,0.1761799991697456,0.16188225830777747,0.1560275538020545,0.1519324744557975,0.16272381233534175,0.13716475095785446
7.520392948395422,0.14312222222222232,0.1287098194627918,0.13569125603664198,0.12484708327049092,0.12021271841623103,0.11698504368428853,0.12743269415706118,0.131800766283525
7.820392948395422,0.11056666666666674,0.10814619110524004,0.10546999321958854,0.09099592780654574,0.09161192295660728,0.09210721160965502,0.09142591325273187,0.08429118773946365
8.120392948395422,0.0848999999999998,0.08436811977102578,0.08357895028159444,0.08244934895178704,0.07188503501682195,0.06426773285946971,0.07331070049962186,0.06743295019157072
8.420392948395422,0.06573333333333356,0.0642888595332455,0.0672229371635742,0.06049637189348638,0.05324344511903185,0.06486006219458042,0.059668379784317355,0.05900383141762473
8.720392948395421,0.04996666666666655,0.05746367239101704,0.0550458715596329,0.05697719236505609,0.04475258396695576,0.05153265215459783,0.05045422218643896,0.05057471264367804
9.020392948395422,0.04024444444444435,0.04531043593130769,0.04555329541837896,0.047089973689943415,0.037730067224637454,0.042647712127943035,0.0441474444131341,0.04674329501915698
9.320392948395423,0.03142222222222234,0.03817701453104373,0.036254445320824294,0.042062574363615185,0.03230357701466441,0.03583592477417457,0.032115364831439175,0.035249042145593996
9.620392948395422,0.02459999999999994,0.032716864817261035,0.032545975341442074,0.030667135890603717,0.02898384182738647,0.03672441877683984,0.027508286032499968,0.03371647509578536
9.920392948395422,0.018400000000000066,0.02677234698370771,0.027453747907066946,0.029996815980426764,0.022855099943181537,0.021323856063971643,0.022856478313183035,0.026819923371647604
10.220392948395421,0.014933333333333297,0.023734037868780217,0.024464831804281287,0.02882375613761661,0.0206206627978983,0.028135643417740195,0.024466719446792653,0.029885057471264295
10.520392948395422,0.01094444444444442,0.022192866578599684,0.02039658488660103,0.025974896519363806,0.01755629185579577,0.021323856063971518,0.017444278947439003,0.023754789272030594
10.820392948395423,0.008644444444444475,0.020299427564949436,0.018154897809512013,0.02329361687865542,0.015321854710512763,0.020139197393750998,0.018249399514243987,0.019157088122605432
11.120392948395422,0.007155555555555581,0.016028181417877645,0.01715859244191684,0.019271697417592614,0.01270437119746683,0.01688138605064422,0.014581628043243974,0.01379310344827591
11.42039294839542,0.005422222222222209,0.013606340819022424,0.014944580513927483,0.01675799775442826,0.012704371197466757,0.015400562712868318,0.014492170202487789,0.01685823754789268
11.720392948395421,0.00378888888888888,0.014222809335094637,0.012647543138638629,0.018601377507415372,0.012193642707116334,0.017177550718199278,0.012121537422451206,0.015325670498084256
12.020392948395422,0.0029777777777777706,0.01210920299427562,0.011900314112942255,0.015249777956529719,0.010150728745714644,0.01688138605064412,0.010019278164682916,0.01685823754789268
12.320392948395423,0.0026555555555555495,0.011448701012769678,0.01115308508724588,0.015082197978985436,0.010597616174771264,0.014808233377757997,0.011718977139048766,0.019157088122605317
12.620392948395423,0.0021888888888889095,0.013210039630119016,0.01201101470934186,0.016590417776884175,0.01040609299088998,0.02132385606397177,0.011182230094512314,0.01226053639846755
12.92039294839542,0.0012222222222222192,0.012725671510347834,0.012979644927837018,0.01675799775442826,0.013151258626523376,0.014512068710202839,0.011450603616780474,0.019157088122605317
13.220392948395421,0.0011222222222222196,0.011536767943637137,0.012675218287738496,0.012400918338276914,0.012193642707116334,0.014808233377757997,0.010242922766573159,0.012260536398467404
13.520392948395422,0.0010111111111111087,0.011448701012769678,0.012287766200340377,0.013741558158631175,0.01161907315547211,0.0133274100399822,0.011226959014890231,0.013793103448275829
13.820392948395423,0.0007666666666666648,0.01114046675473357,0.010987034192646688,0.01340639820354261,0.010852980419946477,0.015400562712868318,0.011182230094512182,0.009961685823754765
14.120392948395423,0.0007222222222222291,0.011228533685601163,0.011623562621943735,0.016925577731972744,0.0125766890748793,0.018362209388420134,0.011316416855646463,0.011494252873563328
14.42039294839542,0.0006444444444444429,0.011977102597974432,0.011374486280044808,0.014411878068808306,0.011491391032884504,0.015696727380423478,0.010108736005439012,0.00842911877394634
14.720392948395421,0.0004999999999999988,0.012417437252311727,0.011844963814742523,0.01876895748495965,0.015449536833100278,0.0236931734044128,0.01194262174093901,0.021455938697317958
15.020392948395422,0.0005999999999999985,0.012769704975781563,0.013699198804433526,0.01876895748495965,0.013342781810404785,0.014215904042647678,0.01158479037791462,0.014559386973180042
15.320392948395423,0.0005666666666666653,0.013298106560986317,0.014086650891831646,0.016087677844251132,0.01347046393299239,0.013623574707537358,0.011674248218670719,0.013793103448275829
15.620392948395423,0.0005777777777777832,0.011624834874504733,0.012813594033237976,0.012568498315821344,0.01417271560722439,0.015104398045313338,0.012210995263207448,0.010727969348659105
15.92039294839542,0.0004333333333333323,0.012373403786877998,0.012149390454841046,0.01474703802389687,0.013917351362049009,0.014512068710202839,0.01060075412959755,0.014559386973180042
16.22039294839542,0.0004555555555555545,0.011977102597974432,0.012177065603940912,0.014914618001441152,0.012512848013585348,0.012735080704871879,0.011226959014890231,0.010727969348658979
16.520392948395422,0.00037777777777777685,0.011756935270805784,0.010488881508849104,0.013909138136175456,0.011555232094178306,0.014512068710202839,0.009169428677499989,0.01149425287356319
16.820392948395423,0.00017777777777777735,0.010523998238661358,0.009713977334052864,0.012568498315821196,0.009959205561833237,0.012735080704871879,0.009124699757121942,0.01685823754789268
17.120392948395423,0.00017777777777777947,0.009731395860854341,0.007776716897062356,0.0087141588323028,0.008746225397251088,0.015696727380423662,0.008095934588426916,0.010727969348659105
17.42039294839542,0.00013333333333333301,0.006296785557023323,0.006946462424066293,0.009216898764935543,0.0056818544551484485,0.00918110469420996,0.006217319932548773,0.009961685823754765
17.72039294839542,7.777777777777759e-05,0.006913254073095536,0.005728755863672203,0.0063680391466827396,0.00478807959703521,0.00918110469420996,0.005591115047256091,0.009961685823754765
18.020392948395422,9.999999999999976e-05,0.006913254073095536,0.005922481907371262,0.005194979303872761,0.004532715351859999,0.010661928031985759,0.005591115047256091,0.009195402298850554
18.320392948395423,5.555555555555608e-05,0.005328049317481337,0.004704775346977227,0.0065356191242270986,0.004021986861509624,0.005034799348437779,0.004383434197048827,0.0030651340996168874
18.62039294839542,2.222222222222217e-05,0.004755614266842789,0.004704775346977171,0.007038359056859869,0.0042135100453909845,0.006515622686213519,0.004472892037804873,0.003065134099616851
18.92039294839542,3.3333333333333254e-05,0.003918978423601928,0.0028782155063860337,0.0048598193487841964,0.0031920530646901398,0.005330964015992879,0.004025602834024386,0.00842911877394634
19.22039294839542,0.0,0.0032144429766622555,0.0028782155063860337,0.0026812796407085218,0.003128212003396337,0.00562712868354804,0.0024153617004146312,0.006130268199233702
19.520392948395422,1.1111111111111085e-05,0.002157639806252747,0.0021309864806896596,0.0033515995508856524,0.0019152318388140838,0.0026654820079964397,0.0028626509041951185,0.006130268199233702
19.820392948395423,0.0,0.001981505944517852,0.0020479610333900868,0.0023461196856199846,0.001723708654932696,0.0017769880053309808,0.0019680724966341673,0.0030651340996168874
20.12039294839542,0.0,0.0016732716864817222,0.0013284071567935543,0.0023461196856199565,0.0015960265323450699,0.00236931734044128,0.0012524097705853645,0.003065134099616851
20.42039294839542,0.00022222222222222172,0.0010568031704095088,0.001051655665794897,0.0015082197978985436,0.0012129801645822532,0.0014808233377758,0.001162951929829267,0.0
20.72039294839542,0.0,0.0008366358432408611,0.0009409550693954341,0.0016757997754428262,0.0007660927355256336,0.00236931734044128,0.0011182230094512182,0.0022988505747126384
21.020392948395422,0.0,0.0009247027741083312,0.0009963053675951775,0.000837899887721423,0.0008299337968194461,0.0014808233377758173,0.0004920181241585418,0.0030651340996168874
21.32039294839542,0.0,0.00039630118890356575,0.0009686302184952998,0.0008378998877214131,0.0005107284903504224,0.0014808233377758,0.0006709338056707309,0.0015325670498084255
21.62039294839542,0.0,0.0002642007926023772,0.00033210178919838856,0.0003351599550885652,0.0003830463677628168,0.00118465867022064,0.0008051205668048771,0.0007662835249042127
21.92039294839542,0.0,8.806693086745906e-05,0.0003044266400985228,0.0,0.000319205306469014,0.00059232933511032,0.0002683735222682924,0.0
22.22039294839542,0.0,0.00044033465433729536,0.0003044266400985228,0.0003351599550885652,6.38410612938028e-05,0.00059232933511032,0.0002683735222682924,0.0007662835249042127
22.520392948395422,0.0,8.80669308674601e-05,8.30254472995981e-05,0.0003351599550885692,0.0001276821225876071,0.0,0.0003131024426463448,0.0007662835249042218
22.82039294839542,0.0,0.0001321003963011886,2.767514909986571e-05,0.0,6.38410612938028e-05,0.0,0.0,0.0007662835249042127
23.12039294839542,0.0,8.806693086745906e-05,0.00013837574549932857,0.0001675799775442826,6.38410612938028e-05,0.00029616466755516,4.472892037804873e-05,0.0007662835249042127
23.42039294839542,0.0,8.806693086745906e-05,0.0,0.0,0.0,0.0,8.945784075609745e-05,0.0
23.72039294839542,0.0,0.0,0.0,0.0,6.38410612938028e-05,0.0,4.472892037804873e-05,0.0
24.020392948395422,0.0,0.0,0.0,0.0,0.0,0.0,4.472892037804926e-05,0.0
24.32039294839542,0.0,4.403346543372953e-05,2.767514909986571e-05,0.0,6.38410612938028e-05,0.0,0.0,0.0007662835249042127
24.62039294839542,0.0,4.403346543372953e-05,5.535029819973142e-05,0.0,6.38410612938028e-05,0.0,0.0,0.0
24.92039294839542,0.0,8.806693086745906e-05,2.767514909986571e-05,0.0,6.38410612938028e-05,0.0,0.0,0.0
25.22039294839542,0.0,4.403346543372953e-05,0.0,0.0,6.38410612938028e-05,0.0,0.0,0.0
25.520392948395422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.82039294839542,0.0,0.0,0.0,0.0,0.0,0.0,4.472892037804873e-05,0.0
26.12039294839542,0.0,0.0,0.0,0.0,6.38410612938028e-05,0.0,0.0,0.0
26.42039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.020392948395422,0.0,4.403346543373005e-05,0.0,0.0,0.0,0.0,0.0,0.0007662835249042218
27.32039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.62039294839542,0.0,0.0,0.0,0.0,0.0,0.0,4.472892037804873e-05,0.0
27.92039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.22039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.520392948395422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.82039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.12039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.42039294839542,0.0,0.0,0.0,0.0,0.0,0.0,4.472892037804873e-05,0.0
29.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.020392948395422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.32039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.62039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.92039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.22039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.520392948395422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.82039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.12039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.420392948395424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.02039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.32039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.62039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.920392948395424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.22039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.52039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.82039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.12039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.420392948395424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.02039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.32039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.62039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.92039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.22039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.52039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.82039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.12039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.42039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.02039294839542,0.0,0.0,0.0,0.00016757997754428063,0.0,0.0005923293351103129,0.0,0.0
39.32039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.62039294839542,0.0,4.403346543373005e-05,0.0,0.0,0.0002553642451752142,0.0008884940026654904,4.472892037804926e-05,0.0
39.92039294839542,0.0,0.0,0.0,0.0,6.384106129380204e-05,0.0,0.0,0.0
40.22039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.52039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.82039294839542,0.0,0.0,2.7675149099866038e-05,0.0,6.384106129380356e-05,0.0,0.0,0.0
41.12039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.42039294839542,0.0,0.0,0.0,0.0,0.0,0.0,4.47289203780482e-05,0.0
41.72039294839542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
